country_name,country_code,year,stunting_pct,gdp_per_capita,undernourishment_pct,water_access_pct,female_edu_pct,political_stability
Europe & Central Asia,ECS,2002,9.93,19121.7872126142,4.91056274601099,86.7532329862862,96.8896865844727,
Ecuador,ECU,2002,27.3,4174.89793579965,21.8,62.4001959387655,57.5130805969238,-0.851597899999999
"Egypt, Arab Rep.",EGY,2002,25.7,2498.48121191713,5.0,65.8700676808092,,-0.6231042
Euro area,EMU,2002,,31566.1273129298,2.64510851866211,,105.037162780762,
Eritrea,ERI,2002,44.0,889.009113592982,,,36.5366516113281,-0.7069428
Spain,ESP,2002,,25205.3154769045,2.5,99.3946000573066,119.03498840332,0.2176146
Estonia,EST,2002,1.9,11474.6622721923,3.5,92.3747648867097,101.218223571777,0.8618593
Ethiopia,ETH,2002,54.9,256.066635883709,43.2,5.66309409202806,14.9959602355957,-1.50860329999999
European Union,EUU,2002,,27131.1149025351,2.65971276886915,,103.708229064941,
Fragile and conflict affected situations,FCS,2002,42.410802689131,1326.84891113816,23.0917858720396,,30.2477302551269,
Finland,FIN,2002,2.1,39343.0698997627,2.5,95.0442491883446,136.179000854492,1.6559791
Fiji,FJI,2002,6.4,4086.10434130578,3.5,39.4308387307868,78.0475387573242,0.370257
France,FRA,2002,,33753.5782979758,2.5,97.3488739914034,103.38053894043,0.8013429
Faroe Islands,FRO,2002,,,,,,
"Micronesia, Fed. Sts.",FSM,2002,,2776.29556090642,,,,
Gabon,GAB,2002,25.0,7338.75620613605,12.0,,,0.0922328999999999
United Kingdom,GBR,2002,3.5,40594.932929345,2.5,100.0,103.448120117188,0.548758
Georgia,GEO,2002,15.5,1768.5970116888,5.0,59.4845246944258,85.5044097900391,-1.6613597
Ghana,GHA,2002,31.8,1052.46591644399,13.4,15.6665117240998,29.3423309326172,-0.2418341
Gibraltar,GIB,2002,,,,100.0,,
Guinea,GIN,2002,34.0,650.554963973291,17.8,,12.3354597091675,-1.81868829999999
"Gambia, The",GMB,2002,27.2,640.03893213613,18.9,25.3788796039778,,0.4777181
Guinea-Bissau,GNB,2002,32.5,594.040535151552,16.0,18.288049453325,,-0.5779576
Equatorial Guinea,GNQ,2002,36.1,6604.00546310809,,,13.6110897064209,-0.5037416
Greece,GRC,2002,2.1,19548.3677447396,2.5,99.4612185961812,99.013557434082,0.8168243
Grenada,GRD,2002,,6707.36873532777,,80.5047783886163,117.967300415039,0.6920267
Greenland,GRL,2002,,31483.6074780094,,,,
Guatemala,GTM,2002,53.2,3213.26837369582,20.1,49.8539999485165,33.8575096130371,-0.976739799999999
Guam,GUM,2002,,29576.221681311,,99.4445456985828,,
Guyana,GUY,2002,15.5,3894.87107415198,5.7,63.1261825713431,,-0.6448598
High income,HIC,2002,4.4,30822.9440482007,2.84559670350159,93.0455908875099,99.9672012329102,
"Hong Kong SAR, China",HKG,2002,,27210.0693480769,2.5,98.5390232434892,79.802360534668,0.9969772
Honduras,HND,2002,34.5,1807.97305547292,20.4,42.2596791456563,,-0.3381027
Heavily indebted poor countries (HIPC),HPC,2002,44.6147730839858,691.889343076378,30.6443811429335,,19.3374290466309,
Croatia,HRV,2002,,10062.0396800621,7.1,85.2808149725129,95.9384307861328,0.6641828
Haiti,HTI,2002,29.0,1304.5293810385,50.1,,,-1.5748529
Hungary,HUN,2002,,9836.94065083321,2.5,83.4146365139348,99.9961776733398,1.2359002
IBRD only,IBD,2002,31.632687405773,2910.20278298267,12.683780796632,62.384505516612,62.3361206054688,
IDA & IBRD total,IBT,2002,35.8127910011409,2464.90323602782,15.030087963015,56.2355300633737,53.8102798461914,
IDA total,IDA,2002,43.8792017666224,940.32537147169,23.6221754991227,34.0715769161682,29.3062896728516,
IDA blend,IDB,2002,39.7291591022119,1360.4889922868,18.3097666834551,36.1600549405583,27.3216209411621,
Indonesia,IDN,2002,39.6,1926.37435868149,18.1,24.1928563621011,57.8687705993652,-1.84429769999999
IDA only,IDX,2002,46.1352275257058,714.992762414711,26.7760011510038,29.5546053227871,30.1225395202637,
Isle of Man,IMN,2002,,50714.5824703383,,,,
India,IND,2002,49.2,793.615912906381,19.7,40.6085464510428,41.3250694274902,-1.2778882
Not classified,INX,2002,,,,,,
Ireland,IRL,2002,3.5,45974.4881988842,2.5,75.5769482723836,111.292457580566,1.4347244
"Iran, Islamic Rep.",IRN,2002,12.1,4198.95356080727,5.2,90.8329069508609,71.3788070678711,-0.5266711
Iraq,IRQ,2002,27.6,3660.92527507177,19.5,51.1934995581064,,-1.32746149999999
Iceland,ISL,2002,,44389.5560505836,2.5,91.2260051057491,116.697853088379,1.5368353
Israel,ISR,2002,,28195.8676389139,2.5,99.7484560111451,99.633903503418,-1.17581009999999
Italy,ITA,2002,,33267.4474482048,2.5,95.2059380209067,97.0359878540039,0.826489
Jamaica,JAM,2002,6.6,5305.87658697244,6.7,,82.4636306762695,-0.4712879
Jordan,JOR,2002,10.2,3644.62434644332,7.2,55.5533704777351,84.959228515625,-0.619001399999999
Japan,JPN,2002,6.2,31416.1241772309,,97.8687629260538,,1.162444
Kazakhstan,KAZ,2002,16.0,5267.6990320263,6.6,64.9884512470359,,0.2486883
Kenya,KEN,2002,38.5,1171.4262517349,33.3,,40.7447204589844,-1.23304029999999
Kyrgyz Republic,KGZ,2002,26.3,742.44300111832,11.0,46.6904510374962,79.4984893798828,-0.8143863
Cambodia,KHM,2002,48.4,662.188341283454,17.8,18.0773670224761,17.9505195617676,-0.9341163
Kiribati,KIR,2002,19.7,1467.99259660077,4.4,9.87749063258648,85.8114471435547,
St. Kitts and Nevis,KNA,2002,,14727.3908829316,,,95.0264129638672,
"Korea, Rep.",KOR,2002,2.5,19775.3800655139,2.6,97.2303189641612,97.4044876098633,0.3886948
Kuwait,KWT,2002,3.8,30702.2162068121,2.5,100.0,,0.1909264
Latin America & Caribbean (excluding high income),LAC,2002,17.5071474629678,6434.32879860597,10.1689570508874,69.8073059971706,90.7872619628906,
Lao PDR,LAO,2002,48.5,994.492241963795,,7.96470469612063,31.9144496917725,-0.0799686
Lebanon,LBN,2002,17.4,6207.24133893746,8.1,43.9052725174603,66.052490234375,-0.473161699999999
Liberia,LBR,2002,43.1,762.716393927064,36.2,,,-1.90646809999999
Libya,LBY,2002,22.5,10170.3095776338,4.0,,114.308647155762,-0.2474046
St. Lucia,LCA,2002,3.0,8755.45939353129,,,84.7546691894531,0.2436254
Latin America & Caribbean,LCN,2002,17.05,6609.21038163943,10.1061322253008,70.7254492995936,90.0146865844727,
Least developed countries: UN classification,LDC,2002,47.4956359640619,672.408116961,29.2301011662536,,26.6117000579834,
Low income,LIC,2002,47.3,707.053589279457,29.3414613077795,22.5141008819712,20.8379898071289,
Liechtenstein,LIE,2002,,,,100.0,,1.2512043
Sri Lanka,LKA,2002,19.6,1951.22522777045,16.1,45.3930593436735,,-1.0484749
Lower middle income,LMC,2002,43.77,1076.73044918168,19.3178817212043,45.8589135733214,41.4319915771484,
Low & middle income,LMY,2002,36.14,2286.40894364045,15.273743642022,,53.3950119018555,
Lesotho,LSO,2002,42.2,760.033443180306,,10.5117632752945,34.8072319030762,-0.3393253
Late-demographic dividend,LTE,2002,17.344468806266,3812.59136967467,9.32348614617673,,72.5507507324219,
Lithuania,LTU,2002,2.7,7374.0979710116,2.5,70.5294047815653,101.328956604004,0.9288215
Luxembourg,LUX,2002,,96269.5797484275,2.5,99.8294036967031,97.9495086669922,1.5347147
Latvia,LVA,2002,3.1,7443.22944659059,3.7,92.5141204288432,95.328987121582,0.8974441
"Macao SAR, China",MAC,2002,,34967.8914561813,19.4,99.9749148991883,87.1809692382812,0.4357713
St. Martin (French part),MAF,2002,,,,96.7,,
Morocco,MAR,2002,23.4,2127.50708007813,5.4,41.8420688296254,38.5802192687988,-0.3083776
Monaco,MCO,2002,,124481.880220824,,100.0,,
Moldova,MDA,2002,12.0,1547.57421231612,26.9,44.2344954780281,,-0.082243
Madagascar,MDG,2002,55.6,406.70122213637,34.8,8.32802262627892,,-0.244406999999999
Maldives,MDV,2002,31.7,7012.25568873173,,,67.695426940918,1.0233078
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2002,32.6,3980.86113304131,13.0231526028047,62.3623498083038,47.1025695800781,
Mexico,MEX,2002,19.0,9242.27886130016,3.2,40.3022276647005,76.8405380249023,-0.1388043
Marshall Islands,MHL,2002,40.5,3322.41127856101,,,79.4897689819336,
Middle income,MIC,2002,34.43,2404.29239657687,14.4333747804776,,56.3313598632812,
North Macedonia,MKD,2002,8.6,3240.11064526089,6.8,80.3316622965576,82.9886322021484,-1.2987171
Mali,MLI,2002,38.9,766.073669042446,13.3,,,0.1705088
Malta,MLT,2002,6.4,17255.4299440987,2.5,99.999996839623,90.5345077514648,1.2749051
Myanmar,MMR,2002,43.4,364.855800197477,35.8,30.1847103774528,41.0750617980957,-1.51584719999999
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2002,33.9705555596116,2358.79891547333,13.6302711282435,61.2234305338961,,
Montenegro,MNE,2002,7.8,4488.00716747744,9.0,,,0.7503795
Mongolia,MNG,2002,27.4,1680.65335337555,29.5,19.8283821965636,79.7449417114258,0.991888
Northern Mariana Islands,MNP,2002,,24066.5361573445,,79.9557638538028,,
Mozambique,MOZ,2002,47.7,340.13537022259,34.9,9.3682258795979,6.49581003189087,-0.1425853
Mauritania,MRT,2002,36.5,1252.10300454131,9.2,,17.8554096221924,0.0866841
Mauritius,MUS,2002,11.8,5943.48081247767,5.8,,82.4899520874023,0.9327373
Malawi,MWI,2002,55.5,385.308980237095,23.4,7.6935618820988,26.6317901611328,-0.0575040999999999
Malaysia,MYS,2002,18.6,6516.90671560155,2.8,92.1577412087654,80.0127487182617,0.3662257
North America,NAC,2002,2.94,47778.0017338011,2.5,,94.7082214355469,
Namibia,NAM,2002,29.9,3145.94566281247,16.5,,68.4618530273438,0.0532317
New Caledonia,NCL,2002,,,8.3,87.0439625056997,,
Niger,NER,2002,51.5,412.123793192578,22.2,,4.93831014633179,-0.5421073
Nigeria,NGA,2002,41.5,1644.39518877633,8.7,13.7885801493426,24.8241996765137,-2.0636563
Nicaragua,NIC,2002,,1475.48635411179,23.6,,64.3938293457031,-0.372116399999999
Netherlands,NLD,2002,1.3,41135.4190736263,2.5,99.994191313102,119.29337310791,1.033487
Norway,NOR,2002,,69472.9836807311,2.5,99.678020269393,114.660079956055,1.5224853
Nepal,NPL,2002,53.7,556.438454538796,22.0,27.3445996503812,34.2659187316895,-1.9045021
Nauru,NRU,2002,24.4,5147.16130887748,,18.6493207348033,45.6166381835938,
New Zealand,NZL,2002,,32641.8202163485,2.5,84.3935731285636,121.638671875,1.2246578
OECD members,OED,2002,8.10415652151844,31037.1528475102,3.54008946022208,,96.2150573730469,
Oman,OMN,2002,13.5,20150.1131971413,15.1,83.8891748203496,80.8610305786133,0.9604254
Other small states,OSS,2002,30.8902826396033,8609.50564808359,14.2228755453674,,54.5168190002441,
Pakistan,PAK,2002,41.8,1059.04171024589,21.0,42.8064304736478,,-1.64005539999999
Panama,PAN,2002,18.9,6825.1774775292,19.4,,70.0393371582031,0.2858212
Peru,PER,2002,32.4,3398.74991419297,21.8,45.7725638287703,81.8630523681641,-1.2329146
Philippines,PHL,2002,34.2,1837.25429286854,18.3,42.947221339857,79.5809020996094,-1.0320493
Palau,PLW,2002,,13647.052731145,,67.1809988846983,,
Papua New Guinea,PNG,2002,39.4,1854.41831737462,27.4,,,-0.844262299999999
Poland,POL,2002,3.3,7640.99307757777,2.5,,102.079460144043,0.7259514
Pre-demographic dividend,PRE,2002,42.2672564219149,1126.60995934237,24.9781848885864,,20.2954196929932,
Puerto Rico (US),PRI,2002,,27940.3826219734,,75.3599136356142,,0.1639603
"Korea, Dem. People's Rep.",PRK,2002,49.4,,35.2,69.0372325114967,,0.3491798
Portugal,PRT,2002,4.7,19095.1102477398,2.5,93.7646852927511,112.623863220215,1.4436178
Paraguay,PRY,2002,18.0,3916.44022308731,9.1,51.568085692811,70.7528381347656,-1.3529771
West Bank and Gaza,PSE,2002,10.6,1836.98042481351,,75.3553561362814,82.0936126708984,-1.8894191
Pacific island small states,PSS,2002,17.3934469555789,3186.14737789638,6.22777693900078,,64.8164520263672,
Post-demographic dividend,PST,2002,4.18371267035551,34929.6840503579,2.57708165175188,,101.486572265625,
French Polynesia,PYF,2002,,21932.9195333418,6.1,90.448717948718,,
Qatar,QAT,2002,8.9,52752.6445826427,,96.3402204469615,98.5448684692383,0.8904537
Romania,ROU,2002,13.2,5248.54994632668,2.5,81.5886237412916,85.8472137451172,0.3557613
Russian Federation,RUS,2002,,5910.171875,3.3,75.3599392695026,,-0.853086799999999
Rwanda,RWA,2002,48.7,400.270421264911,34.3,,11.7095804214478,-1.9562225
South Asia,SAS,2002,49.31,793.58779205405,19.1369795667745,43.6712969398121,43.2442016601562,
Saudi Arabia,SAU,2002,11.1,20025.4319998275,4.8,,,-0.0650862
Sudan,SDN,2002,38.2,1185.21533203125,,,31.4626502990723,-2.22014249999999
Senegal,SEN,2002,23.3,1042.25509944289,20.0,20.4929836631407,13.5592498779297,-0.481927699999999
Singapore,SGP,2002,4.3,34598.8267483781,,100.0,,1.1440472
Solomon Islands,SLB,2002,31.7,1504.8467296693,11.5,,26.704740524292,-0.523181
Sierra Leone,SLE,2002,38.8,766.788693742901,49.2,5.46728101055116,,-0.9877052
El Salvador,SLV,2002,26.7,3016.06307728602,6.9,,59.3954086303711,-0.0263441999999999
San Marino,SMR,2002,,57615.4100635074,,99.9999980365223,,
"Somalia, Fed. Rep.",SOM,2002,33.7,248.636454000766,69.9,,,-2.2473901
Serbia,SRB,2002,8.7,4038.65251197442,4.6,74.4717008354576,90.5492401123047,-0.6071111
Sub-Saharan Africa (excluding high income),SSA,2002,41.1250253368587,1368.58329835986,22.5524446947708,19.8912534262425,24.284460067749,
South Sudan,SSD,2002,38.0,,,,,
Sub-Saharan Africa,SSF,2002,42.62,1258.74653507283,24.7548302960504,18.5192166070637,24.2899494171143,
Small states,SST,2002,24.6277416166414,8496.59454518116,11.9099185054642,,61.3390197753906,
Sao Tome and Principe,STP,2002,29.6,982.32906557627,13.8,26.8517437840908,,0.4524201
Suriname,SUR,2002,12.6,6301.31731043167,10.9,52.0507328161972,83.0842208862305,0.445148
Slovak Republic,SVK,2002,,9690.68468262889,6.2,92.8133255562149,89.0171585083008,1.0121181
Slovenia,SVN,2002,,17099.658209132,2.5,91.8264432986647,109.827102661133,1.3176682
Sweden,SWE,2002,,42831.7584103774,2.5,99.4258649740338,158.776672363281,1.3874604
Eswatini,SWZ,2002,35.5,2358.56935643468,9.2,28.3942596977699,43.8290100097656,-0.1805152
Sint Maarten (Dutch part),SXM,2002,,,,,,
Seychelles,SYC,2002,10.0,11218.2606464315,2.5,62.1769828652726,76.393440246582,0.7486297
Syrian Arab Republic,SYR,2002,29.1,1249.00621359351,7.1,,43.8788604736328,0.0696956
Turks and Caicos Islands,TCA,2002,5.8,,,,,
Chad,TCD,2002,42.3,600.171451974641,33.4,5.58659692400719,6.716139793396,-1.73850059999999
East Asia & Pacific (IDA & IBRD countries),TEA,2002,24.941230323446,2451.24530806912,12.1376250068696,,60.3938217163086,
Europe & Central Asia (IDA & IBRD countries),TEC,2002,,4781.5832367887,7.22363753624903,75.2286702730972,90.6718521118164,
Togo,TGO,2002,30.9,675.440797960321,28.8,10.8572104776075,25.0553398132324,-0.237538399999999
Thailand,THA,2002,16.1,3783.75422073266,16.3,,66.2131118774414,0.2841788
Tajikistan,TJK,2002,40.3,501.80856647117,41.3,37.7621940155366,65.0725173950195,-1.0721136
Turkmenistan,TKM,2002,25.1,2266.6336625636,5.2,70.6850647008878,,0.0762009
Latin America & the Caribbean (IDA & IBRD countries),TLA,2002,17.1776215722089,6458.32117502446,10.2701028030557,71.5467011829946,90.0301666259766,
Timor-Leste,TLS,2002,55.8,1028.13194386616,43.4,,,-0.8262868
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2002,34.1643010519341,2362.1474741275,13.6302711282435,61.1257098037176,,
Tonga,TON,2002,12.9,4050.98945082432,,29.240336340784,104.751586914062,
South Asia (IDA & IBRD),TSA,2002,49.3479261855687,793.58779205405,19.1369795667745,43.6712969398121,43.2442016601562,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2002,42.6262244935883,1258.74653507283,24.7548302960504,18.5192166070637,24.2899494171143,
Trinidad and Tobago,TTO,2002,5.9,11165.960015838,10.9,,,-0.238491799999999
Tunisia,TUN,2002,11.9,2950.20410959054,4.1,77.3248829893026,78.3930435180664,0.0705368
Turkiye,TUR,2002,16.7,6211.70542960394,13.9,,76.3927612304688,-0.4967605
Tuvalu,TUV,2002,11.8,3320.16858154912,,7.7271263216755,,
Tanzania,TZA,2002,46.5,598.421569824219,33.6,1.35835490465957,,-0.6175252
Uganda,UGA,2002,43.1,547.405338919875,19.5,3.5998840278205,,-1.6418571
Ukraine,UKR,2002,22.4,1644.28125,2.5,66.438190576108,100.236778259277,-0.240717899999999
Upper middle income,UMC,2002,20.17,3622.88276205947,9.96678538751466,71.01583980092,70.6292572021484,
Uruguay,URY,2002,15.2,9806.7713064359,3.3,,111.768592834473,0.7788706
United States,USA,2002,2.9,48729.1586442625,2.5,,,0.3794999
Uzbekistan,UZB,2002,25.7,1341.95995981671,20.4,56.4562515641154,,-0.971751399999999
St. Vincent and the Grenadines,VCT,2002,,5441.52648867536,11.3,,91.8197937011719,0.2436254
"Venezuela, RB",VEN,2002,17.3,3398.56849937324,14.2,,72.3493194580078,-1.3442093
British Virgin Islands,VGB,2002,,,,,92.8406524658203,
Virgin Islands (U.S.),VIR,2002,,43205.7246740388,,97.5104468748513,,
Viet Nam,VNM,2002,37.8,1340.51670460271,17.7,46.7626957246996,,0.385333
Vanuatu,VUT,2002,24.4,2475.16636434639,9.1,17.5110468161549,36.6023406982422,0.9101063
World,WLD,2002,32.41,7989.62889151096,12.9,61.8023813703793,59.2128295898438,
Samoa,WSM,2002,5.4,3291.3424477268,3.7,60.149435406774,81.641471862793,0.901918
Kosovo,XKX,2002,,,,,,-0.0088031
"Yemen, Rep.",YEM,2002,55.3,2148.88860494788,,,,-1.7068902
South Africa,ZAF,2002,26.3,4916.81498068625,3.5,64.5080250928545,77.7871627807617,-0.3584803
Zambia,ZMB,2002,51.8,833.021177549004,50.1,,,-0.370585899999999
Zimbabwe,ZWE,2002,33.7,1525.07935706564,31.8,29.7606828415287,37.539421081543,-1.6078263
Aruba,ABW,2003,,28525.8077063839,,,101.518623352051,
Africa Eastern and Southern,AFE,2003,44.7126010839685,1235.71164842373,31.2662557629741,19.4359334533314,27.4211807250977,
Afghanistan,AFG,2003,53.4,346.071627096223,38.7,13.1007499034299,,-2.387388
Africa Western and Central,AFW,2003,38.707380460239,1334.72594265973,14.8775837487015,18.2233009128217,22.5834197998047,
Angola,AGO,2003,40.0,2403.40415157038,57.5,,,-1.25069229999999
Albania,ALB,2003,29.3,2428.68934653563,7.3,48.8854426221024,,-0.43559
Andorra,AND,2003,,39620.3387714274,,90.6400007016197,85.3645629882812,1.317703
Arab World,ARB,2003,28.4050743349171,4926.58928334869,9.67035105325062,,60.5331802368164,
United Arab Emirates,ARE,2003,,53619.1925678774,2.5,98.2433351844728,,0.9511885
Argentina,ARG,2003,8.6,9545.53194119994,4.3,,100.139373779297,-0.2505519
Armenia,ARM,2003,19.6,1759.64684829386,23.5,82.8818540646121,,0.0578823
American Samoa,ASM,2003,,13201.7347516166,,83.9520957686603,,
Antigua and Barbuda,ATG,2003,,15703.9347145491,,,,0.727562
Australia,AUS,2003,1.4,48509.6632180363,2.5,,,0.9329389
Austria,AUT,2003,,39569.2885567329,2.5,97.3306380457431,96.9213027954102,1.0139604
Azerbaijan,AZE,2003,25.3,1949.60608417331,11.4,49.8970714213176,,-0.9887094
Burundi,BDI,2003,61.6,255.500823385612,,,8.93451976776123,-2.4009377
Belgium,BEL,2003,3.9,36826.2699296094,2.5,99.753934980427,166.853012084961,0.8724133
Benin,BEN,2003,35.1,896.146763201736,11.2,14.5761634152359,15.833459854126,0.5773695
Burkina Faso,BFA,2003,40.7,468.263047790124,18.5,,9.13255977630615,0.0624282
Bangladesh,BGD,2003,51.3,676.826252046427,14.8,55.268682349761,51.6876182556152,-1.2322975
Bulgaria,BGR,2003,8.9,4519.18439177056,5.6,91.188706427775,87.1275329589844,0.1952399
Bahrain,BHR,2003,9.5,23857.6403579769,,98.7976936656734,91.6311111450195,0.3424127
"Bahamas, The",BHS,2003,,32559.311554898,,,,0.7456716
Bosnia and Herzegovina,BIH,2003,11.3,2855.68314939849,2.8,87.7378084586504,,-0.483694399999999
Belarus,BLR,2003,4.6,3137.26261430575,4.4,82.3247917166493,,0.7235293
Belize,BLZ,2003,23.7,6274.47428279313,5.2,,77.1278610229492,0.3686073
Bermuda,BMU,2003,,118018.831592635,,,92.7162399291992,0.702405
Bolivia,BOL,2003,31.2,2050.07133411879,26.6,,80.8071975708008,-0.884627699999999
Brazil,BRA,2003,8.1,6941.43965883253,7.6,77.3650030496501,,0.1101752
Barbados,BRB,2003,8.2,21338.1720739511,6.0,,107.501808166504,0.7682747
Brunei Darussalam,BRN,2003,21.4,38595.1688513702,,,92.2724304199219,1.0479687
Bhutan,BTN,2003,42.2,1506.4152751782,,29.663531172319,,0.7701516
Botswana,BWA,2003,29.8,5320.440295139,29.0,60.0282438819976,77.884407043457,1.1094733
Central African Republic,CAF,2003,43.4,418.240532289858,37.1,8.12778876832464,,-1.7807906
Canada,CAN,2003,,39270.0234577749,2.5,99.0545311020692,,1.08017
Central Europe and the Baltics,CEB,2003,6.18547897535137,8405.63159028509,3.04682858811924,,96.3957214355469,
Switzerland,CHE,2003,,73254.9529864219,2.5,96.7000002832964,90.4961929321289,1.2468777
Channel Islands,CHI,2003,,,,,,
Chile,CHL,2003,2.4,9130.7842621819,2.7,92.7944453651767,91.2260513305664,0.7887047
China,CHN,2003,15.9,2857.0373538115,8.6,,62.8477210998535,-0.5750816
Cote d'Ivoire,CIV,2003,32.5,1441.58801755037,18.3,26.8582510447453,,-2.0672136
Cameroon,CMR,2003,37.6,1221.09446141454,19.6,,28.0853691101074,-0.646501099999999
"Congo, Dem. Rep.",COD,2003,46.1,329.709536540469,27.2,12.1982890911194,,-2.0947308
"Congo, Rep.",COG,2003,32.6,2058.88683675038,26.0,28.4439958785319,30.9671497344971,-1.2440365
Colombia,COL,2003,16.6,4154.17528523618,9.6,68.6617342828438,,-2.33387919999999
Comoros,COM,2003,42.7,1216.98036712949,18.0,,34.5227088928223,-0.968114799999999
Cabo Verde,CPV,2003,13.5,2186.89500422765,14.8,,72.023063659668,0.9080428
Costa Rica,CRI,2003,6.7,8207.45746763047,4.9,77.4855743160953,,0.6002004
Caribbean small states,CSS,2003,12.1290059526844,11563.3614779162,8.92010476428037,,85.5014877319336,
Cuba,CUB,2003,7.4,4426.96599591833,2.5,,91.2225875854492,0.2949967
Curacao,CUW,2003,,21840.8912647914,,,,
Cayman Islands,CYM,2003,,,,,,0.702405
Cyprus,CYP,2003,,23930.783203125,6.3,96.3142802924164,98.4973907470703,0.4053342
Czechia,CZE,2003,2.7,13618.9349633164,2.5,95.2230766372257,97.2614288330078,0.9056461
Germany,DEU,2003,1.2,35270.0227284267,2.5,99.8429056086708,100.351638793945,0.7285007
Djibouti,DJI,2003,32.3,,36.5,,,-0.7653435
Dominica,DMA,2003,,7047.66189595946,4.6,,118.673797607422,0.5176707
Denmark,DNK,2003,,49708.0909084109,2.5,94.6038645316863,128.095794677734,1.2107071
Dominican Republic,DOM,2003,9.2,4162.66686117661,23.1,42.5170831205046,,-0.5957007
Algeria,DZA,2003,19.9,3945.89816094007,6.4,70.9379115421414,,-1.6466235
East Asia & Pacific (excluding high income),EAP,2003,24.34194978899,2618.81249841519,11.6892792580875,,62.4713592529297,
Early-demographic dividend,EAR,2003,41.0736392213018,2211.95868741619,18.3029434084317,,51.7258796691895,
East Asia & Pacific,EAS,2003,22.78,5585.29422036513,11.2418057360714,70.6426775860123,65.3064880371094,
Europe & Central Asia (excluding high income),ECA,2003,19.7294568271215,3619.89726149943,10.8634962623727,70.8765295114458,88.7141799926758,
Europe & Central Asia,ECS,2003,9.65,19419.6815424207,4.72009229316702,86.9357293514377,97.4431228637695,
Ecuador,ECU,2003,27.6,4220.21298466638,21.2,62.7739286432807,57.3564300537109,-1.072906
"Egypt, Arab Rep.",EGY,2003,25.5,2524.80477192682,5.5,66.472511590083,76.3958587646484,-0.8097073
Euro area,EMU,2003,,31628.9508530599,2.61505190011794,,105.221038818359,
Eritrea,ERI,2003,44.7,830.379672282601,,,37.1061096191406,-0.9830762
Spain,ESP,2003,,25481.1653690112,2.5,99.4295552020378,117.701393127441,0.0877584
Estonia,EST,2003,1.8,12424.0441535693,3.4,92.7037013002634,101.92537689209,0.9085482
Ethiopia,ETH,2003,53.9,243.076666020009,41.6,5.83951134971504,14.5203800201416,-1.5308526
European Union,EUU,2003,,27284.7276136716,2.64358781530584,,104.016456604004,
Fragile and conflict affected situations,FCS,2003,42.1089548732289,1297.19104055081,22.2908565661265,,31.6787796020508,
Finland,FIN,2003,2.1,40038.9839702277,2.5,95.3785287930486,138.743591308594,1.6280328
Fiji,FJI,2003,6.4,4087.72449101023,3.6,39.5300202643555,79.5437927246094,0.3667151
France,FRA,2003,,33840.6175720101,2.5,97.3454090718174,103.231269836426,0.3434671
Faroe Islands,FRO,2003,,,,,,
"Micronesia, Fed. Sts.",FSM,2003,,2829.3364363568,,,,0.4720559
Gabon,GAB,2003,24.5,7301.67154442842,13.1,,,-0.1685302
United Kingdom,GBR,2003,3.4,41706.8303930126,2.5,100.0,103.651992797852,0.4196093
Georgia,GEO,2003,15.2,1977.46143338741,4.3,59.6997065153079,89.1005401611328,-1.61200109999999
Ghana,GHA,2003,31.2,1077.69990866645,12.6,16.7174967754033,30.6779098510742,-0.216514799999999
Gibraltar,GIB,2003,,,,100.0,,
Guinea,GIN,2003,34.4,644.071217908894,16.9,,14.1111297607422,-1.0722605
"Gambia, The",GMB,2003,27.0,665.834222326194,19.9,26.4323751193398,,0.0176281
Guinea-Bissau,GNB,2003,32.0,579.092506821836,16.9,18.5858633223515,,-0.4942607
Equatorial Guinea,GNQ,2003,35.2,7082.65489186921,,,,-0.2622451
Greece,GRC,2003,2.1,20632.2557041942,2.5,99.5054011017059,94.5704803466797,0.6057468
Grenada,GRD,2003,,7309.78547094579,,81.4029856216164,113.498748779297,0.6880288
Greenland,GRL,2003,,32787.9680355213,,,,
Guatemala,GTM,2003,53.0,3222.15468293683,19.2,49.8476727972093,,-0.9245241
Guam,GUM,2003,,29685.9531745657,,99.3864053535237,,
Guyana,GUY,2003,16.0,3873.04123684261,6.1,63.3010347136943,,-0.4492941
High income,HIC,2003,4.37,31366.5421324301,2.75990798337834,93.2210522990945,100.244621276855,
"Hong Kong SAR, China",HKG,2003,,28097.108881817,2.5,98.6251074209837,80.3769378662109,0.8351641
Honduras,HND,2003,33.4,1842.29750018813,20.0,43.6076213319213,,-0.584014599999999
Heavily indebted poor countries (HIPC),HPC,2003,44.1604484705701,699.033702737858,29.693654245229,,20.3094291687012,
Croatia,HRV,2003,,10619.3078243865,5.4,85.4005329369415,96.3225402832031,0.6065075
Haiti,HTI,2003,28.3,1326.47161042212,50.2,,,-1.4445052
Hungary,HUN,2003,,10253.723920764,2.5,83.7153680359425,101.836357116699,1.0864226
IBRD only,IBD,2003,31.0682570472162,3047.64543408152,12.7380677103638,62.9138053861239,63.9542694091797,
IDA & IBRD total,IBT,2003,35.3821914634487,2571.74673053759,14.9481267954519,56.6374714868434,55.1889190673828,
IDA total,IDA,2003,43.5298602096421,963.438932636272,22.936849483884,34.3667306740528,30.4598007202148,
